row,requester,kind,category,ai_label,conf,route
Q205,R2,qa,work_public,L,0.80,audit_pool
Q205,R3,qa,work_public,B,0.70,adjudicate_1
Q205,R4,qa,work_public,L,0.70,adjudicate_1
Q206,R0,qa,work_public,P,0.90,audit_pool
Q206,R1,qa,work_public,L,0.90,audit_pool
Q206,R2,qa,work_public,L,0.85,audit_pool
Q206,R3,qa,work_public,P,0.70,adjudicate_1
Q206,R4,qa,work_public,L,0.80,audit_pool
Q207,R0,qa,work_public,P,0.90,audit_pool
Q207,R1,qa,work_public,L,0.90,audit_pool
Q207,R2,qa,work_public,L,0.80,audit_pool
Q207,R3,qa,work_public,B,0.70,adjudicate_1
Q207,R4,qa,work_public,L,0.70,adjudicate_1
Q208,R0,qa,work_public,P,0.60,adjudicate_1
Q208,R1,qa,work_public,L,0.90,audit_pool
Q208,R2,qa,work_public,L,0.90,audit_pool
Q208,R3,qa,work_public,L,0.85,audit_pool
Q208,R4,qa,work_public,L,0.80,audit_pool
Q209,R0,qa,work_public,P,0.95,audit_pool
Q209,R1,qa,work_public,L,0.80,audit_pool
Q209,R2,qa,work_public,L,0.85,audit_pool
Q209,R3,qa,work_public,P,0.85,audit_pool
Q209,R4,qa,work_public,L,0.80,audit_pool
Q210,R0,qa,work_public,P,0.85,audit_pool
Q210,R1,qa,work_public,L,0.95,audit_pool
Q210,R2,qa,work_public,L,0.90,audit_pool
Q210,R3,qa,work_public,B,0.65,adjudicate_1
Q210,R4,qa,work_public,L,0.85,audit_pool
Q211,R0,qa,work_public,P,0.70,adjudicate_1
Q211,R1,qa,work_public,L,0.85,audit_pool
Q211,R2,qa,work_public,L,0.85,audit_pool
Q211,R3,qa,work_public,B,0.70,adjudicate_1
Q211,R4,qa,work_public,L,0.80,audit_pool
Q212,R0,qa,work_public,P,0.90,audit_pool
Q212,R1,qa,work_public,L,0.95,audit_pool
Q212,R2,qa,work_public,L,0.90,audit_pool
Q212,R3,qa,work_public,B,0.65,adjudicate_1
Q212,R4,qa,work_public,L,0.85,audit_pool
Q213,R0,qa,work_public,P,0.90,audit_pool
Q213,R1,qa,work_public,L,0.80,audit_pool
Q213,R2,qa,work_public,L,0.80,audit_pool
Q213,R3,qa,work_public,P,0.70,adjudicate_1
Q213,R4,qa,work_public,L,0.75,adjudicate_1
Q214,R0,qa,sensitive_work,P,0.95,audit_pool
Q214,R1,qa,sensitive_work,P,0.60,adjudicate_1
Q214,R2,qa,sensitive_work,L,0.80,audit_pool
Q214,R3,qa,sensitive_work,P,0.90,audit_pool
Q214,R4,qa,sensitive_work,L,0.80,audit_pool
Q215,R0,qa,work_public,P,0.70,adjudicate_1
Q215,R1,qa,work_public,L,0.85,audit_pool
Q215,R2,qa,work_public,L,0.85,audit_pool
Q215,R3,qa,work_public,B,0.65,adjudicate_1
Q215,R4,qa,work_public,L,0.85,audit_pool
Q216,R0,qa,work_public,P,0.85,audit_pool
Q216,R1,qa,work_public,L,0.90,audit_pool
Q216,R2,qa,work_public,L,0.85,audit_pool
Q216,R3,qa,work_public,P,0.70,adjudicate_1
Q216,R4,qa,work_public,L,0.90,audit_pool
Q217,R0,qa,work_public,L,0.60,adjudicate_1
Q217,R1,qa,work_public,L,0.95,audit_pool
Q217,R2,qa,work_public,L,0.90,audit_pool
Q217,R3,qa,work_public,L,0.70,adjudicate_1
Q217,R4,qa,work_public,L,0.85,audit_pool
Q218,R0,qa,work_public,P,0.95,audit_pool
Q218,R1,qa,work_public,L,0.90,audit_pool
Q218,R2,qa,work_public,L,0.85,audit_pool
Q218,R3,qa,work_public,B,0.60,adjudicate_1
Q218,R4,qa,work_public,L,0.75,adjudicate_1
Q219,R0,qa,work_public,P,0.85,audit_pool
Q219,R1,qa,work_public,L,0.85,audit_pool
Q219,R2,qa,work_public,L,0.90,audit_pool
Q219,R3,qa,work_public,B,0.70,adjudicate_1
Q219,R4,qa,work_public,L,0.75,adjudicate_1
Q220,R0,qa,work_public,P,0.70,adjudicate_1
Q220,R1,qa,work_public,L,0.90,audit_pool
Q220,R2,qa,work_public,L,0.90,audit_pool
Q220,R3,qa,work_public,L,0.85,audit_pool
Q220,R4,qa,work_public,L,0.80,audit_pool
Q221,R0,qa,work_public,B,0.55,double_label
Q221,R1,qa,work_public,L,0.90,audit_pool
Q221,R2,qa,work_public,L,0.85,audit_pool
Q221,R3,qa,work_public,L,0.70,adjudicate_1
Q221,R4,qa,work_public,L,0.90,audit_pool
Q222,R0,qa,work_public,P,0.80,audit_pool
Q222,R1,qa,work_public,L,0.90,audit_pool
Q222,R2,qa,work_public,L,0.90,audit_pool
Q222,R3,qa,work_public,B,0.70,adjudicate_1
Q222,R4,qa,work_public,L,0.80,audit_pool
Q223,R0,qa,work_public,P,0.90,audit_pool
Q223,R1,qa,work_public,L,0.85,audit_pool
Q223,R2,qa,work_public,L,0.85,audit_pool
Q223,R3,qa,work_public,P,0.70,adjudicate_1
Q223,R4,qa,work_public,L,0.70,adjudicate_1
Q224,R0,qa,work_public,L,0.60,adjudicate_1
Q224,R1,qa,work_public,L,0.95,audit_pool
Q224,R2,qa,work_public,L,0.90,audit_pool
Q224,R3,qa,work_public,L,0.75,adjudicate_1
Q224,R4,qa,work_public,L,0.90,audit_pool
Q225,R0,qa,work_public,P,0.95,audit_pool
Q225,R1,qa,work_public,B,0.60,adjudicate_1
Q225,R2,qa,work_public,L,0.85,audit_pool
Q225,R3,qa,work_public,P,0.80,audit_pool
Q225,R4,qa,work_public,L,0.90,audit_pool
Q226,R0,qa,work_public,P,0.70,adjudicate_1
Q226,R1,qa,work_public,L,0.80,audit_pool
Q226,R2,qa,work_public,L,0.85,audit_pool
Q226,R3,qa,work_public,P,0.60,adjudicate_1
Q226,R4,qa,work_public,L,0.85,audit_pool
Q227,R0,qa,work_public,P,0.95,audit_pool
Q227,R1,qa,work_public,L,0.90,audit_pool
Q227,R2,qa,work_public,L,0.90,audit_pool
Q227,R3,qa,work_public,P,0.80,audit_pool
Q227,R4,qa,work_public,L,0.75,adjudicate_1
Q228,R0,qa,work_public,P,0.60,adjudicate_1
Q228,R1,qa,work_public,L,0.80,audit_pool
Q228,R2,qa,work_public,L,0.85,audit_pool
Q228,R3,qa,work_public,P,0.60,adjudicate_1
Q228,R4,qa,work_public,L,0.80,audit_pool
Q229,R0,qa,work_public,P,0.95,audit_pool
Q229,R1,qa,work_public,L,0.90,audit_pool
Q229,R2,qa,work_public,L,0.85,audit_pool
Q229,R3,qa,work_public,P,0.70,adjudicate_1
Q229,R4,qa,work_public,L,0.80,audit_pool
Q230,R0,qa,work_public,P,0.60,adjudicate_1
Q230,R1,qa,work_public,L,0.90,audit_pool
Q230,R2,qa,work_public,L,0.95,audit_pool
Q230,R3,qa,work_public,L,0.85,audit_pool
Q230,R4,qa,work_public,L,0.80,audit_pool
Q231,R0,qa,work_public,L,0.90,audit_pool
Q231,R1,qa,work_public,L,0.95,audit_pool
Q231,R2,qa,work_public,L,0.95,audit_pool
Q231,R3,qa,work_public,L,0.90,audit_pool
Q231,R4,qa,work_public,L,0.95,audit_pool
Q232,R0,qa,work_public,P,0.75,adjudicate_1
Q232,R1,qa,work_public,L,0.85,audit_pool
Q232,R2,qa,work_public,L,0.80,audit_pool
Q232,R3,qa,work_public,P,0.55,double_label
Q232,R4,qa,work_public,L,0.80,audit_pool
Q233,R0,qa,work_public,L,0.85,audit_pool
Q233,R1,qa,work_public,L,0.95,audit_pool
Q233,R2,qa,work_public,L,0.95,audit_pool
Q233,R3,qa,work_public,L,0.90,audit_pool
Q233,R4,qa,work_public,L,0.90,audit_pool
Q234,R0,qa,work_public,P,0.90,audit_pool
Q234,R1,qa,work_public,L,0.90,audit_pool
Q234,R2,qa,work_public,L,0.85,audit_pool
Q234,R3,qa,work_public,B,0.70,adjudicate_1
Q234,R4,qa,work_public,L,0.80,audit_pool
Q235,R0,qa,work_public,L,0.60,adjudicate_1
Q235,R1,qa,work_public,L,0.95,audit_pool
Q235,R2,qa,work_public,L,0.90,audit_pool
Q235,R3,qa,work_public,L,0.80,audit_pool
Q235,R4,qa,work_public,L,0.85,audit_pool
Q236,R0,qa,work_public,P,0.90,audit_pool
Q236,R1,qa,work_public,L,0.95,audit_pool
Q236,R2,qa,work_public,L,0.85,audit_pool
Q236,R3,qa,work_public,B,0.70,adjudicate_1
Q236,R4,qa,work_public,L,0.70,adjudicate_1
Q237,R0,qa,work_public,P,0.90,audit_pool
Q237,R1,qa,work_public,L,0.95,audit_pool
Q237,R2,qa,work_public,L,0.85,audit_pool
Q237,R3,qa,work_public,B,0.70,adjudicate_1
Q237,R4,qa,work_public,L,0.70,adjudicate_1
Q238,R0,qa,work_public,P,0.95,audit_pool
Q238,R1,qa,work_public,L,0.90,audit_pool
Q238,R2,qa,work_public,L,0.80,audit_pool
Q238,R3,qa,work_public,P,0.80,audit_pool
Q238,R4,qa,work_public,L,0.75,adjudicate_1
Q239,R0,qa,work_public,P,0.90,audit_pool
Q239,R1,qa,work_public,L,0.85,audit_pool
Q239,R2,qa,work_public,L,0.85,audit_pool
Q239,R3,qa,work_public,B,0.60,adjudicate_1
Q239,R4,qa,work_public,L,0.85,audit_pool
Q240,R0,qa,work_public,P,0.90,audit_pool
Q240,R1,qa,work_public,L,0.90,audit_pool
Q240,R2,qa,work_public,L,0.85,audit_pool
Q240,R3,qa,work_public,B,0.70,adjudicate_1
Q240,R4,qa,work_public,L,0.80,audit_pool
Q241,R0,qa,work_public,P,0.95,audit_pool
Q241,R1,qa,work_public,L,0.90,audit_pool
Q241,R2,qa,work_public,L,0.85,audit_pool
Q241,R3,qa,work_public,P,0.75,adjudicate_1
Q241,R4,qa,work_public,L,0.85,audit_pool
Q242,R0,qa,work_public,P,0.95,audit_pool
Q242,R1,qa,work_public,L,0.90,audit_pool
Q242,R2,qa,work_public,L,0.90,audit_pool
Q242,R3,qa,work_public,P,0.85,audit_pool
Q242,R4,qa,work_public,L,0.85,audit_pool
Q243,R0,qa,work_public,P,0.95,audit_pool
Q243,R1,qa,work_public,L,0.85,audit_pool
Q243,R2,qa,work_public,L,0.85,audit_pool
Q243,R3,qa,work_public,P,0.85,audit_pool
Q243,R4,qa,work_public,L,0.85,audit_pool
Q244,R0,qa,work_public,P,0.85,audit_pool
Q244,R1,qa,work_public,L,0.90,audit_pool
Q244,R2,qa,work_public,L,0.80,audit_pool
Q244,R3,qa,work_public,P,0.60,adjudicate_1
Q244,R4,qa,work_public,L,0.75,adjudicate_1
Q245,R0,qa,work_public,P,0.90,audit_pool
Q245,R1,qa,work_public,L,0.95,audit_pool
Q245,R2,qa,work_public,L,0.85,audit_pool
Q245,R3,qa,work_public,B,0.70,adjudicate_1
Q245,R4,qa,work_public,L,0.70,adjudicate_1
Q246,R0,qa,work_public,P,0.95,audit_pool
Q246,R1,qa,work_public,L,0.85,audit_pool
Q246,R2,qa,work_public,L,0.85,audit_pool
Q246,R3,qa,work_public,P,0.85,audit_pool
Q246,R4,qa,work_public,L,0.70,adjudicate_1
Q247,R0,qa,work_public,P,0.90,audit_pool
Q247,R1,qa,work_public,L,0.90,audit_pool
Q247,R2,qa,work_public,L,0.85,audit_pool
Q247,R3,qa,work_public,P,0.60,adjudicate_1
Q247,R4,qa,work_public,L,0.85,audit_pool
Q248,R0,qa,work_public,P,0.90,audit_pool
Q248,R1,qa,work_public,L,0.85,audit_pool
Q248,R2,qa,work_public,L,0.85,audit_pool
Q248,R3,qa,work_public,B,0.60,adjudicate_1
Q248,R4,qa,work_public,L,0.85,audit_pool
Q249,R0,qa,work_public,P,0.85,audit_pool
Q249,R1,qa,work_public,L,0.95,audit_pool
Q249,R2,qa,work_public,L,0.85,audit_pool
Q249,R3,qa,work_public,B,0.70,adjudicate_1
Q249,R4,qa,work_public,L,0.70,adjudicate_1
Q250,R0,qa,work_public,P,0.65,adjudicate_1
Q250,R1,qa,work_public,L,0.90,audit_pool
Q250,R2,qa,work_public,L,0.90,audit_pool
Q250,R3,qa,work_public,P,0.60,adjudicate_1
Q250,R4,qa,work_public,L,0.85,audit_pool
Q251,R0,qa,sensitive_work,P,0.98,audit_pool
Q251,R1,qa,sensitive_work,P,0.85,audit_pool
Q251,R2,qa,sensitive_work,L,0.90,audit_pool
Q251,R3,qa,sensitive_work,P,0.95,audit_pool
Q251,R4,qa,sensitive_work,B,0.60,adjudicate_1
Q252,R0,qa,sensitive_work,P,0.98,audit_pool
Q252,R1,qa,sensitive_work,P,0.85,audit_pool
Q252,R2,qa,sensitive_work,L,0.85,audit_pool
Q252,R3,qa,sensitive_work,P,0.90,audit_pool
Q252,R4,qa,sensitive_work,P,0.75,adjudicate_1
Q253,R0,qa,sensitive_work,P,0.98,audit_pool
Q253,R1,qa,sensitive_work,P,0.90,audit_pool
Q253,R2,qa,sensitive_work,L,0.85,audit_pool
Q253,R3,qa,sensitive_work,P,0.95,audit_pool
Q253,R4,qa,sensitive_work,P,0.85,audit_pool
Q254,R0,qa,sensitive_work,P,0.95,audit_pool
Q254,R1,qa,sensitive_work,P,0.80,audit_pool
Q254,R2,qa,sensitive_work,L,0.70,adjudicate_1
Q254,R3,qa,sensitive_work,P,0.90,audit_pool
Q254,R4,qa,sensitive_work,P,0.70,adjudicate_1
Q255,R0,qa,sensitive_work,P,0.95,audit_pool
Q255,R1,qa,sensitive_work,P,0.90,audit_pool
Q255,R2,qa,sensitive_work,L,0.85,audit_pool
Q255,R3,qa,sensitive_work,P,0.95,audit_pool
Q255,R4,qa,sensitive_work,L,0.70,adjudicate_1
Q256,R0,qa,sensitive_work,P,0.95,audit_pool
Q256,R1,qa,sensitive_work,P,0.85,audit_pool
Q256,R2,qa,sensitive_work,L,0.75,adjudicate_1
Q256,R3,qa,sensitive_work,P,0.90,audit_pool
Q256,R4,qa,sensitive_work,L,0.90,audit_pool
Q257,R0,qa,sensitive_work,P,0.98,audit_pool
Q257,R1,qa,sensitive_work,P,0.65,adjudicate_1
Q257,R2,qa,sensitive_work,L,0.85,audit_pool
Q257,R3,qa,sensitive_work,P,0.90,audit_pool
Q257,R4,qa,sensitive_work,B,0.60,adjudicate_1
Q258,R0,qa,sensitive_work,P,0.95,audit_pool
Q258,R1,qa,sensitive_work,B,0.55,double_label
Q258,R2,qa,sensitive_work,L,0.80,audit_pool
Q258,R3,qa,sensitive_work,P,0.90,audit_pool
Q258,R4,qa,sensitive_work,L,0.70,adjudicate_1
Q259,R0,qa,sensitive_work,P,0.98,audit_pool
Q259,R1,qa,sensitive_work,P,0.85,audit_pool
Q259,R2,qa,sensitive_work,L,0.90,audit_pool
Q259,R3,qa,sensitive_work,P,0.95,audit_pool
Q259,R4,qa,sensitive_work,B,0.60,adjudicate_1
Q260,R0,qa,sensitive_work,P,0.95,audit_pool
Q260,R1,qa,sensitive_work,P,0.80,audit_pool
Q260,R2,qa,sensitive_work,L,0.65,adjudicate_1
Q260,R3,qa,sensitive_work,P,0.90,audit_pool
Q260,R4,qa,sensitive_work,P,0.80,audit_pool
Q261,R0,qa,sensitive_work,P,0.95,audit_pool
Q261,R1,qa,sensitive_work,L,0.60,adjudicate_1
Q261,R2,qa,sensitive_work,L,0.90,audit_pool
Q261,R3,qa,sensitive_work,P,0.85,audit_pool
Q261,R4,qa,sensitive_work,B,0.60,adjudicate_1
Q262,R0,qa,sensitive_work,P,0.98,audit_pool
Q262,R1,qa,sensitive_work,P,0.80,audit_pool
Q262,R2,qa,sensitive_work,L,0.85,audit_pool
Q262,R3,qa,sensitive_work,P,0.90,audit_pool
Q262,R4,qa,sensitive_work,P,0.80,audit_pool
Q263,R0,qa,sensitive_work,P,0.97,audit_pool
Q263,R1,qa,sensitive_work,P,0.85,audit_pool
Q263,R2,qa,sensitive_work,L,0.85,audit_pool
Q263,R3,qa,sensitive_work,P,0.90,audit_pool
Q263,R4,qa,sensitive_work,L,0.80,audit_pool
Q264,R0,qa,sensitive_work,P,0.98,audit_pool
Q264,R1,qa,sensitive_work,P,0.90,audit_pool
Q264,R2,qa,sensitive_work,L,0.75,adjudicate_1
Q264,R3,qa,sensitive_work,P,0.95,audit_pool
Q264,R4,qa,sensitive_work,B,0.55,double_label
Q265,R0,qa,sensitive_work,P,0.98,audit_pool
Q265,R1,qa,sensitive_work,P,0.85,audit_pool
Q265,R2,qa,sensitive_work,L,0.85,audit_pool
Q265,R3,qa,sensitive_work,P,0.90,audit_pool
Q265,R4,qa,sensitive_work,P,0.80,audit_pool
Q266,R0,qa,personal_finance,P,0.98,audit_pool
Q266,R1,qa,personal_finance,P,0.95,audit_pool
Q266,R2,qa,personal_finance,P,0.90,audit_pool
Q266,R3,qa,personal_finance,P,0.80,audit_pool
Q266,R4,qa,personal_finance,P,0.95,audit_pool
Q267,R0,qa,personal_finance,P,0.95,audit_pool
Q267,R1,qa,personal_finance,P,0.90,audit_pool
Q267,R2,qa,personal_finance,P,0.90,audit_pool
Q267,R3,qa,personal_finance,B,0.55,double_label
Q267,R4,qa,personal_finance,P,0.95,audit_pool
Q268,R0,qa,personal_finance,P,0.95,audit_pool
Q268,R1,qa,personal_finance,P,0.95,audit_pool
Q268,R2,qa,personal_finance,P,0.95,audit_pool
Q268,R3,qa,personal_finance,P,0.70,adjudicate_1
Q268,R4,qa,personal_finance,P,0.95,audit_pool
Q269,R0,qa,personal_finance,P,0.95,audit_pool
Q269,R1,qa,personal_finance,P,0.95,audit_pool
Q269,R2,qa,personal_finance,P,0.95,audit_pool
Q269,R3,qa,personal_finance,B,0.60,adjudicate_1
Q269,R4,qa,personal_finance,P,0.95,audit_pool
Q270,R0,qa,personal_finance,P,0.95,audit_pool
Q270,R1,qa,personal_finance,P,0.95,audit_pool
Q270,R2,qa,personal_finance,P,0.95,audit_pool
Q270,R3,qa,personal_finance,P,0.80,audit_pool
Q270,R4,qa,personal_finance,P,0.95,audit_pool
Q271,R0,qa,personal_finance,P,0.97,audit_pool
Q271,R1,qa,personal_finance,P,0.95,audit_pool
Q271,R2,qa,personal_finance,P,0.95,audit_pool
Q271,R3,qa,personal_finance,P,0.65,adjudicate_1
Q271,R4,qa,personal_finance,P,0.95,audit_pool
Q272,R0,qa,personal_finance,P,0.98,audit_pool
Q272,R1,qa,personal_finance,P,0.95,audit_pool
Q272,R2,qa,personal_finance,P,0.95,audit_pool
Q272,R3,qa,personal_finance,P,0.85,audit_pool
Q272,R4,qa,personal_finance,P,0.95,audit_pool
Q273,R0,qa,personal_finance,P,0.98,audit_pool
Q273,R1,qa,personal_finance,P,0.95,audit_pool
Q273,R2,qa,personal_finance,P,0.95,audit_pool
Q273,R3,qa,personal_finance,P,0.75,adjudicate_1
Q273,R4,qa,personal_finance,P,0.95,audit_pool
Q274,R0,qa,personal_finance,P,0.98,audit_pool
Q274,R1,qa,personal_finance,P,0.95,audit_pool
Q274,R2,qa,personal_finance,P,0.90,audit_pool
Q274,R3,qa,personal_finance,P,0.85,audit_pool
Q274,R4,qa,personal_finance,P,0.90,audit_pool
Q275,R0,qa,personal_finance,P,0.97,audit_pool
Q275,R1,qa,personal_finance,P,0.95,audit_pool
Q275,R2,qa,personal_finance,P,0.95,audit_pool
Q275,R3,qa,personal_finance,P,0.80,audit_pool
Q275,R4,qa,personal_finance,P,0.95,audit_pool
Q276,R0,qa,personal_finance,P,0.98,audit_pool
Q276,R1,qa,personal_finance,P,0.95,audit_pool
Q276,R2,qa,personal_finance,P,0.95,audit_pool
Q276,R3,qa,personal_finance,P,0.65,adjudicate_1
Q276,R4,qa,personal_finance,P,0.95,audit_pool
Q277,R0,qa,personal_finance,P,0.98,audit_pool
Q277,R1,qa,personal_finance,P,0.95,audit_pool
Q277,R2,qa,personal_finance,P,0.90,audit_pool
Q277,R3,qa,personal_finance,P,0.80,audit_pool
Q277,R4,qa,personal_finance,P,0.95,audit_pool
Q278,R0,qa,personal_health,P,0.95,audit_pool
Q278,R1,qa,personal_health,P,0.85,audit_pool
Q278,R2,qa,personal_health,P,0.75,adjudicate_1
Q278,R3,qa,personal_health,B,0.60,adjudicate_1
Q278,R4,qa,personal_health,P,0.95,audit_pool
Q279,R0,qa,personal_health,P,0.97,audit_pool
Q279,R1,qa,personal_health,P,0.85,audit_pool
Q279,R2,qa,personal_health,P,0.85,audit_pool
Q279,R3,qa,personal_health,B,0.60,adjudicate_1
Q279,R4,qa,personal_health,P,0.95,audit_pool
Q280,R0,qa,personal_health,P,0.95,audit_pool
Q280,R1,qa,personal_health,P,0.85,audit_pool
Q280,R2,qa,personal_health,P,0.80,audit_pool
Q280,R3,qa,personal_health,L,0.70,adjudicate_1
Q280,R4,qa,personal_health,P,0.95,audit_pool
Q281,R0,qa,personal_health,P,0.98,audit_pool
Q281,R1,qa,personal_health,P,0.95,audit_pool
Q281,R2,qa,personal_health,P,0.90,audit_pool
Q281,R3,qa,personal_health,B,0.60,adjudicate_1
Q281,R4,qa,personal_health,P,0.95,audit_pool
Q282,R0,qa,personal_health,P,0.97,audit_pool
Q282,R1,qa,personal_health,P,0.95,audit_pool
Q282,R2,qa,personal_health,P,0.90,audit_pool
Q282,R3,qa,personal_health,B,0.55,double_label
Q282,R4,qa,personal_health,P,0.95,audit_pool
Q283,R0,qa,personal_health,P,0.95,audit_pool
Q283,R1,qa,personal_health,P,0.70,adjudicate_1
Q283,R2,qa,personal_health,P,0.70,adjudicate_1
Q283,R3,qa,personal_health,L,0.85,audit_pool
Q283,R4,qa,personal_health,P,0.90,audit_pool
Q284,R0,qa,personal_health,P,0.95,audit_pool
Q284,R1,qa,personal_health,P,0.85,audit_pool
Q284,R2,qa,personal_health,P,0.85,audit_pool
Q284,R3,qa,personal_health,L,0.70,adjudicate_1
Q284,R4,qa,personal_health,P,0.95,audit_pool
Q285,R0,qa,personal_health,P,0.95,audit_pool
Q285,R1,qa,personal_health,P,0.65,adjudicate_1
Q285,R2,qa,personal_health,P,0.60,adjudicate_1
Q285,R3,qa,personal_health,L,0.70,adjudicate_1
Q285,R4,qa,personal_health,P,0.90,audit_pool
Q286,R0,qa,personal_health,P,0.98,audit_pool
Q286,R1,qa,personal_health,P,0.95,audit_pool
Q286,R2,qa,personal_health,P,0.95,audit_pool
Q286,R3,qa,personal_health,B,0.55,double_label
Q286,R4,qa,personal_health,P,0.95,audit_pool
Q287,R0,qa,personal_health,P,0.98,audit_pool
Q287,R1,qa,personal_health,P,0.85,audit_pool
Q287,R2,qa,personal_health,P,0.80,audit_pool
Q287,R3,qa,personal_health,L,0.75,adjudicate_1
Q287,R4,qa,personal_health,P,0.95,audit_pool
Q288,R0,qa,personal_relationships,P,0.98,audit_pool
Q288,R1,qa,personal_relationships,P,0.90,audit_pool
Q288,R2,qa,personal_relationships,P,0.80,audit_pool
Q288,R3,qa,personal_relationships,L,0.90,audit_pool
Q288,R4,qa,personal_relationships,P,0.95,audit_pool
Q289,R0,qa,personal_relationships,P,0.95,audit_pool
Q289,R1,qa,personal_relationships,P,0.90,audit_pool
Q289,R2,qa,personal_relationships,P,0.90,audit_pool
Q289,R3,qa,personal_relationships,L,0.85,audit_pool
Q289,R4,qa,personal_relationships,P,0.95,audit_pool
Q290,R0,qa,personal_relationships,P,0.95,audit_pool
Q290,R1,qa,personal_relationships,P,0.70,adjudicate_1
Q290,R2,qa,personal_relationships,P,0.60,adjudicate_1
Q290,R3,qa,personal_relationships,L,0.85,audit_pool
Q290,R4,qa,personal_relationships,P,0.95,audit_pool
Q291,R0,qa,personal_relationships,P,0.98,audit_pool
Q291,R1,qa,personal_relationships,P,0.90,audit_pool
Q291,R2,qa,personal_relationships,P,0.90,audit_pool
Q291,R3,qa,personal_relationships,L,0.65,adjudicate_1
Q291,R4,qa,personal_relationships,P,0.95,audit_pool
Q292,R0,qa,personal_relationships,P,0.95,audit_pool
Q292,R1,qa,personal_relationships,P,0.85,audit_pool
Q292,R2,qa,personal_relationships,P,0.80,audit_pool
Q292,R3,qa,personal_relationships,L,0.90,audit_pool
Q292,R4,qa,personal_relationships,P,0.95,audit_pool
Q293,R0,qa,personal_relationships,P,0.98,audit_pool
Q293,R1,qa,personal_relationships,B,0.55,double_label
Q293,R2,qa,personal_relationships,B,0.55,double_label
Q293,R3,qa,personal_relationships,L,0.95,audit_pool
Q293,R4,qa,personal_relationships,P,0.95,audit_pool
Q294,R0,qa,personal_relationships,P,0.95,audit_pool
Q294,R1,qa,personal_relationships,P,0.95,audit_pool
Q294,R2,qa,personal_relationships,P,0.90,audit_pool
Q294,R3,qa,personal_relationships,B,0.60,adjudicate_1
Q294,R4,qa,personal_relationships,P,0.90,audit_pool
Q295,R0,qa,personal_relationships,P,0.97,audit_pool
Q295,R1,qa,personal_relationships,P,0.95,audit_pool
Q295,R2,qa,personal_relationships,P,0.95,audit_pool
Q295,R3,qa,personal_relationships,B,0.65,adjudicate_1
Q295,R4,qa,personal_relationships,P,0.95,audit_pool
Q296,R0,qa,personal_relationships,P,0.98,audit_pool
Q296,R1,qa,personal_relationships,P,0.95,audit_pool
Q296,R2,qa,personal_relationships,P,0.95,audit_pool
Q296,R3,qa,personal_relationships,L,0.90,audit_pool
Q296,R4,qa,personal_relationships,P,0.95,audit_pool
Q297,R0,qa,personal_relationships,P,0.98,audit_pool
Q297,R1,qa,personal_relationships,P,0.90,audit_pool
Q297,R2,qa,personal_relationships,P,0.90,audit_pool
Q297,R3,qa,personal_relationships,L,0.95,audit_pool
Q297,R4,qa,personal_relationships,P,0.95,audit_pool
Q298,R0,qa,personal_relationships,P,0.98,audit_pool
Q298,R1,qa,personal_relationships,P,0.95,audit_pool
Q298,R2,qa,personal_relationships,P,0.90,audit_pool
Q298,R3,qa,personal_relationships,L,0.80,audit_pool
Q298,R4,qa,personal_relationships,P,0.95,audit_pool
Q299,R0,qa,personal_relationships,P,0.97,audit_pool
Q299,R1,qa,personal_relationships,P,0.95,audit_pool
Q299,R2,qa,personal_relationships,P,0.90,audit_pool
Q299,R3,qa,personal_relationships,L,0.90,audit_pool
Q299,R4,qa,personal_relationships,P,0.95,audit_pool
Q300,R0,qa,personal_relationships,P,0.95,audit_pool
Q300,R1,qa,personal_relationships,P,0.90,audit_pool
Q300,R2,qa,personal_relationships,P,0.90,audit_pool
Q300,R3,qa,personal_relationships,B,0.65,adjudicate_1
Q300,R4,qa,personal_relationships,P,0.95,audit_pool
Q301,R0,qa,work_public,P,0.90,audit_pool
Q301,R1,qa,work_public,L,0.80,audit_pool
Q301,R2,qa,work_public,L,0.85,audit_pool
Q301,R3,qa,work_public,P,0.80,audit_pool
Q301,R4,qa,work_public,L,0.75,adjudicate_1
Q302,R0,qa,work_public,P,0.90,audit_pool
Q302,R1,qa,work_public,L,0.90,audit_pool
Q302,R2,qa,work_public,L,0.85,audit_pool
Q302,R3,qa,work_public,P,0.60,adjudicate_1
Q302,R4,qa,work_public,L,0.85,audit_pool
Q303,R0,qa,work_public,P,0.90,audit_pool
Q303,R1,qa,work_public,L,0.85,audit_pool
Q303,R2,qa,work_public,L,0.85,audit_pool
Q303,R3,qa,work_public,B,0.60,adjudicate_1
Q303,R4,qa,work_public,L,0.85,audit_pool
Q304,R0,qa,work_public,P,0.70,adjudicate_1
Q304,R1,qa,work_public,L,0.90,audit_pool
Q304,R2,qa,work_public,L,0.80,audit_pool
Q304,R3,qa,work_public,B,0.70,adjudicate_1
Q304,R4,qa,work_public,L,0.70,adjudicate_1
Q305,R0,qa,work_public,P,0.95,audit_pool
Q305,R1,qa,work_public,L,0.80,audit_pool
Q305,R2,qa,work_public,L,0.80,audit_pool
Q305,R3,qa,work_public,P,0.80,audit_pool
Q305,R4,qa,work_public,L,0.70,adjudicate_1
Q306,R0,qa,work_public,P,0.90,audit_pool
Q306,R1,qa,work_public,L,0.85,audit_pool
Q306,R2,qa,work_public,L,0.85,audit_pool
Q306,R3,qa,work_public,P,0.80,audit_pool
