row,requester,kind,votes_by_annotator,majority,tie
Q25,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q250,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q250,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q250,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q250,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q251,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q251,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q252,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q252,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q253,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q253,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q254,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q254,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q255,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q255,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q255,R4,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q256,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q256,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q256,R4,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:P,P,0
Q257,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q257,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q258,R1,qa,E:P;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q258,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q258,R4,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q259,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:P,P,0
Q259,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q26,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q26,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q260,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q260,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q261,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q261,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q262,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q262,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q263,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q263,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q263,R4,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:P,P,0
Q264,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q264,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q265,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q265,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q266,R3,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q267,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q268,R3,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q269,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q27,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q270,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q271,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q272,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q273,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q274,R2,qa,E:P;abhinav:L;chenyu:P;sara:P;trishit:P,P,0
Q274,R3,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q275,R3,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q276,R2,qa,E:P;abhinav:L;chenyu:P;sara:P;trishit:P,P,0
Q276,R3,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q277,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q278,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q279,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q28,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q28,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q28,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q28,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q280,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q281,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q282,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q283,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q284,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q285,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q285,R1,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q285,R2,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q285,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q285,R4,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q286,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q287,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q288,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q289,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q29,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q29,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q29,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q29,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q290,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q291,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q292,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q293,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q294,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q295,R3,qa,E:P;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q296,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q297,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q298,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q299,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q3,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q3,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q30,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q30,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q30,R4,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q300,R3,qa,E:P;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q301,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q301,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q302,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q302,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q303,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q303,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q304,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q304,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q305,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q305,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q306,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q307,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q308,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q309,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q309,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q31,R0,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q31,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q31,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q31,R3,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:P,L,0
Q31,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q310,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q311,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q311,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q312,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q312,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q313,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q313,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q314,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q314,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q315,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q315,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q316,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q317,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q317,R4,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q318,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q318,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q319,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q319,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q32,R0,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q32,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q32,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q320,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q320,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q321,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q321,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q321,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q321,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q322,R0,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q322,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q322,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q322,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q323,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q323,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q323,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q324,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q324,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q324,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q325,R0,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q325,R3,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q325,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q326,R0,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q326,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q326,R4,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q327,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q328,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q328,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q328,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q328,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q329,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q329,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q33,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q330,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q330,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q331,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q331,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q331,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q332,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q333,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q333,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q334,R0,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q334,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q334,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q334,R3,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q334,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q335,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q335,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q336,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q336,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q337,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q337,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q338,R3,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q338,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q339,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q34,R0,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q34,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q34,R4,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q340,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q340,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q341,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q342,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q342,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q343,R0,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q343,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q343,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q344,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q344,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q344,R3,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q344,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q345,R3,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q345,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q346,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q347,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:P,P,0
Q347,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q347,R4,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q348,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q348,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q349,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q349,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q35,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q35,R4,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q350,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q350,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q351,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q351,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q352,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q352,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q353,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:P,P,0
Q353,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q354,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q354,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q355,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:P,P,0
Q355,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q356,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q356,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q357,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:P,P,0
Q357,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q358,R1,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q358,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q359,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q359,R2,qa,E:P;abhinav:L;chenyu:P;sara:P;trishit:L,P,0
Q36,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q36,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q360,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:P,P,0
Q360,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q360,R4,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:P,P,0
Q361,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q361,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q361,R4,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:P,P,0
Q362,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:P,P,0
Q362,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q363,R1,qa,E:P;abhinav:P;chenyu:L;sara:L;trishit:P,P,0
Q363,R2,qa,E:L;abhinav:L;chenyu:L;sara:P;trishit:L,L,0
Q363,R4,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q364,R1,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q364,R2,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:L,P,0
Q365,R1,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q365,R2,qa,E:L;abhinav:L;chenyu:P;sara:P;trishit:L,L,0
Q365,R4,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q366,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q367,R3,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q368,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q369,R3,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q37,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q37,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q370,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q371,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q372,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q373,R1,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q373,R2,qa,E:P;abhinav:L;chenyu:L;sara:P;trishit:P,P,0
Q373,R3,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q374,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q375,R3,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q376,R3,qa,E:P;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q377,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q378,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q379,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q38,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q38,R3,qa,E:L;abhinav:P;chenyu:P;sara:P;trishit:P,P,0
Q38,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q380,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q381,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q382,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q383,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q384,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q385,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q386,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q387,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q388,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q389,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q39,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q39,R4,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q390,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q391,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q392,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q393,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q394,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q395,R3,qa,E:P;abhinav:L;chenyu:P;sara:L;trishit:P,P,0
Q396,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q397,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q398,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q399,R3,qa,E:L;abhinav:L;chenyu:P;sara:L;trishit:P,L,0
Q4,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q40,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q400,R3,qa,E:L;abhinav:L;chenyu:L;sara:L;trishit:P,L,0
Q41,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q41,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q42,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q42,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q43,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q43,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q44,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q45,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q45,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q45,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q46,R0,qa,E:P;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q46,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q46,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q46,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q47,R0,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q47,R1,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q47,R3,qa,E:L;abhinav:P;chenyu:L;sara:P;trishit:P,P,0
Q47,R4,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:P,L,0
Q48,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q48,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q49,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q49,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q5,R2,qa,E:L;abhinav:P;chenyu:L;sara:L;trishit:L,L,0
Q5,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
Q50,R4,qa,E:L;abhinav:P;chenyu:P;sara:L;trishit:P,P,0
