row,requester,kind,label,votes,tie
Q13,R3,qa,P,Lx2/Px3,0
Q13,R4,qa,L,Lx3/Px2,0
Q14,R0,qa,P,Px5,0
Q14,R1,qa,L,Lx5,0
Q14,R2,qa,L,Lx5,0
Q14,R3,qa,P,Px5,0
Q14,R4,qa,P,Lx2/Px3,0
Q15,R0,qa,P,Px5,0
Q15,R1,qa,L,Lx5,0
Q15,R2,qa,L,Lx4/Px1,0
Q15,R3,qa,P,Px5,0
Q15,R4,qa,P,Lx2/Px3,0
Q16,R0,qa,P,Px5,0
Q16,R1,qa,L,Lx4/Px1,0
Q16,R2,qa,L,Lx5,0
Q16,R3,qa,P,Px5,0
Q16,R4,qa,L,Lx3/Px2,0
Q17,R0,qa,P,Px5,0
Q17,R1,qa,L,Lx5,0
Q17,R2,qa,L,Lx4/Px1,0
Q17,R3,qa,P,Px5,0
Q17,R4,qa,P,Lx2/Px3,0
Q18,R0,qa,P,Px5,0
Q18,R1,qa,L,Lx5,0
Q18,R2,qa,L,Lx4/Px1,0
Q18,R3,qa,P,Px5,0
Q18,R4,qa,P,Lx2/Px3,0
Q19,R0,qa,P,Px5,0
Q19,R1,qa,L,Lx3/Px2,0
Q19,R2,qa,L,Lx5,0
Q19,R3,qa,P,Px5,0
Q19,R4,qa,L,Lx3/Px2,0
Q2,R0,qa,P,Px5,0
Q2,R1,qa,L,Lx5,0
Q2,R2,qa,L,Lx5,0
Q2,R3,qa,P,Px5,0
Q2,R4,qa,P,Lx2/Px3,0
Q20,R0,qa,P,Px5,0
Q20,R1,qa,L,Lx3/Px2,0
Q20,R2,qa,L,Lx5,0
Q20,R3,qa,P,Px5,0
Q20,R4,qa,L,Lx3/Px2,0
Q201,R0,qa,P,Px5,0
Q201,R1,qa,L,Lx3/Px2,0
Q201,R2,qa,L,Lx5,0
Q201,R3,qa,P,Px5,0
Q201,R4,qa,L,Lx3/Px2,0
Q202,R0,qa,P,Px5,0
Q202,R1,qa,L,Lx4/Px1,0
Q202,R2,qa,L,Lx5,0
Q202,R3,qa,P,Px5,0
Q202,R4,qa,P,Lx2/Px3,0
Q203,R0,qa,P,Px5,0
Q203,R1,qa,L,Lx5,0
Q203,R2,qa,L,Lx4/Px1,0
Q203,R3,qa,P,Px5,0
Q203,R4,qa,P,Lx2/Px3,0
Q204,R0,qa,P,Px5,0
Q204,R1,qa,L,Lx5,0
Q204,R2,qa,L,Lx5,0
Q204,R3,qa,P,Px5,0
Q204,R4,qa,P,Lx2/Px3,0
Q205,R0,qa,P,Px5,0
Q205,R1,qa,L,Lx5,0
Q205,R2,qa,L,Lx4/Px1,0
Q205,R3,qa,P,Px5,0
Q205,R4,qa,P,Lx2/Px3,0
Q206,R0,qa,P,Px5,0
Q206,R1,qa,L,Lx5,0
Q206,R2,qa,L,Lx5,0
Q206,R3,qa,P,Px5,0
Q206,R4,qa,P,Lx2/Px3,0
Q207,R0,qa,P,Px5,0
Q207,R1,qa,L,Lx5,0
Q207,R2,qa,L,Lx5,0
Q207,R3,qa,P,Px5,0
Q207,R4,qa,P,Lx2/Px3,0
Q208,R0,qa,P,Lx1/Px4,0
Q208,R1,qa,L,Lx5,0
Q208,R2,qa,L,Lx5,0
Q208,R3,qa,P,Lx2/Px3,0
Q208,R4,qa,L,Lx3/Px2,0
Q209,R0,qa,P,Px5,0
Q209,R1,qa,L,Lx4/Px1,0
Q209,R2,qa,L,Lx5,0
Q209,R3,qa,P,Px5,0
Q209,R4,qa,L,Lx3/Px2,0
Q21,R0,qa,P,Px5,0
Q21,R1,qa,L,Lx3/Px2,0
Q21,R2,qa,L,Lx5,0
Q21,R3,qa,P,Px5,0
Q21,R4,qa,P,Lx2/Px3,0
Q210,R0,qa,P,Px5,0
Q210,R1,qa,L,Lx5,0
Q210,R2,qa,L,Lx5,0
Q210,R3,qa,P,Px5,0
Q210,R4,qa,L,Lx3/Px2,0
Q211,R0,qa,P,Px5,0
Q211,R1,qa,L,Lx5,0
Q211,R2,qa,L,Lx5,0
Q211,R3,qa,P,Px5,0
Q211,R4,qa,P,Lx2/Px3,0
Q212,R0,qa,P,Px5,0
Q212,R1,qa,L,Lx4/Px1,0
Q212,R2,qa,L,Lx5,0
Q212,R3,qa,P,Px5,0
Q212,R4,qa,P,Lx2/Px3,0
Q213,R0,qa,P,Px5,0
Q213,R1,qa,L,Lx4/Px1,0
Q213,R2,qa,L,Lx5,0
Q213,R3,qa,P,Px5,0
Q213,R4,qa,P,Lx2/Px3,0
Q214,R0,qa,P,Px5,0
Q214,R1,qa,P,Lx2/Px3,0
Q214,R2,qa,L,Lx4/Px1,0
Q214,R3,qa,P,Px5,0
Q214,R4,qa,P,Lx1/Px4,0
Q215,R0,qa,P,Px5,0
Q215,R1,qa,L,Lx4/Px1,0
Q215,R2,qa,L,Lx5,0
Q215,R3,qa,P,Px5,0
Q215,R4,qa,P,Lx2/Px3,0
Q216,R0,qa,P,Lx1/Px4,0
Q216,R1,qa,L,Lx5,0
Q216,R2,qa,L,Lx4/Px1,0
Q216,R3,qa,P,Lx1/Px4,0
Q216,R4,qa,L,Lx3/Px2,0
Q217,R0,qa,P,Lx2/Px3,0
Q217,R1,qa,L,Lx5,0
Q217,R2,qa,L,Lx4/Px1,0
Q217,R3,qa,P,Lx2/Px3,0
Q217,R4,qa,L,Lx3/Px2,0
Q218,R0,qa,P,Px5,0
Q218,R1,qa,L,Lx5,0
Q218,R2,qa,L,Lx4/Px1,0
Q218,R3,qa,P,Px5,0
Q218,R4,qa,P,Lx2/Px3,0
Q219,R0,qa,P,Px5,0
Q219,R1,qa,L,Lx4/Px1,0
Q219,R2,qa,L,Lx5,0
Q219,R3,qa,P,Px5,0
Q219,R4,qa,P,Lx2/Px3,0
Q22,R0,qa,P,Px5,0
Q22,R1,qa,L,Lx4/Px1,0
Q22,R2,qa,L,Lx5,0
Q22,R3,qa,P,Px5,0
Q22,R4,qa,P,Lx2/Px3,0
Q220,R0,qa,P,Px5,0
Q220,R1,qa,L,Lx4/Px1,0
Q220,R2,qa,L,Lx5,0
Q220,R3,qa,P,Lx1/Px4,0
Q220,R4,qa,P,Lx2/Px3,0
Q221,R0,qa,P,Px5,0
Q221,R1,qa,L,Lx4/Px1,0
Q221,R2,qa,L,Lx5,0
Q221,R3,qa,P,Lx1/Px4,0
Q221,R4,qa,L,Lx3/Px2,0
Q222,R0,qa,P,Px5,0
Q222,R1,qa,L,Lx5,0
Q222,R2,qa,L,Lx5,0
Q222,R3,qa,P,Px5,0
Q222,R4,qa,P,Lx2/Px3,0
Q223,R0,qa,P,Px5,0
Q223,R1,qa,L,Lx4/Px1,0
Q223,R2,qa,L,Lx5,0
Q223,R3,qa,P,Px5,0
Q223,R4,qa,P,Lx2/Px3,0
Q224,R0,qa,P,Lx1/Px4,0
Q224,R1,qa,L,Lx5,0
Q224,R2,qa,L,Lx4/Px1,0
Q224,R3,qa,P,Lx1/Px4,0
Q224,R4,qa,P,Lx2/Px3,0
Q225,R0,qa,P,Px5,0
Q225,R1,qa,L,Lx3/Px2,0
Q225,R2,qa,L,Lx5,0
Q225,R3,qa,P,Px5,0
Q225,R4,qa,P,Lx2/Px3,0
Q226,R0,qa,P,Px5,0
Q226,R1,qa,L,Lx4/Px1,0
Q226,R2,qa,L,Lx5,0
Q226,R3,qa,P,Px5,0
Q226,R4,qa,L,Lx3/Px2,0
Q227,R0,qa,P,Px5,0
Q227,R1,qa,L,Lx5,0
Q227,R2,qa,L,Lx4/Px1,0
Q227,R3,qa,P,Px5,0
Q227,R4,qa,P,Lx2/Px3,0
Q228,R0,qa,P,Px5,0
Q228,R1,qa,L,Lx5,0
Q228,R2,qa,L,Lx5,0
Q228,R3,qa,P,Px5,0
Q228,R4,qa,P,Lx2/Px3,0
Q229,R0,qa,P,Px5,0
Q229,R1,qa,L,Lx4/Px1,0
Q229,R2,qa,L,Lx5,0
Q229,R3,qa,P,Px5,0
Q229,R4,qa,P,Lx2/Px3,0
Q23,R0,qa,P,Px5,0
Q23,R1,qa,L,Lx5,0
Q23,R2,qa,L,Lx5,0
Q23,R3,qa,P,Px5,0
Q23,R4,qa,P,Lx2/Px3,0
Q230,R0,qa,P,Px5,0
Q230,R1,qa,L,Lx4/Px1,0
Q230,R2,qa,L,Lx5,0
Q230,R3,qa,P,Lx1/Px4,0
Q230,R4,qa,P,Lx2/Px3,0
Q231,R0,qa,P,Lx2/Px3,0
Q231,R1,qa,L,Lx4/Px1,0
Q231,R2,qa,L,Lx5,0
Q231,R3,qa,P,Lx2/Px3,0
Q231,R4,qa,L,Lx3/Px2,0
Q232,R0,qa,P,Px5,0
Q232,R1,qa,L,Lx4/Px1,0
Q232,R2,qa,L,Lx5,0
Q232,R3,qa,P,Px5,0
Q232,R4,qa,P,Lx2/Px3,0
Q233,R0,qa,P,Lx2/Px3,0
Q233,R1,qa,L,Lx5,0
Q233,R2,qa,L,Lx5,0
Q233,R3,qa,P,Lx2/Px3,0
Q233,R4,qa,L,Lx3/Px2,0
Q234,R0,qa,P,Px5,0
Q234,R1,qa,L,Lx5,0
Q234,R2,qa,L,Lx5,0
Q234,R3,qa,P,Px5,0
Q234,R4,qa,P,Lx2/Px3,0
Q235,R0,qa,P,Lx2/Px3,0
Q235,R1,qa,L,Lx5,0
Q235,R2,qa,L,Lx5,0
Q235,R3,qa,P,Lx2/Px3,0
Q235,R4,qa,L,Lx3/Px2,0
Q236,R0,qa,P,Px5,0
Q236,R1,qa,L,Lx5,0
Q236,R2,qa,L,Lx4/Px1,0
Q236,R3,qa,P,Px5,0
Q236,R4,qa,P,Lx2/Px3,0
Q237,R0,qa,P,Px5,0
Q237,R1,qa,L,Lx5,0
Q237,R2,qa,L,Lx4/Px1,0
Q237,R3,qa,P,Px5,0
Q237,R4,qa,P,Lx2/Px3,0
Q238,R0,qa,P,Px5,0
Q238,R1,qa,L,Lx5,0
Q238,R2,qa,L,Lx4/Px1,0
Q238,R3,qa,P,Px5,0
Q238,R4,qa,P,Lx2/Px3,0
Q239,R0,qa,P,Px5,0
Q239,R1,qa,L,Lx4/Px1,0
Q239,R2,qa,L,Lx5,0
Q239,R3,qa,P,Px5,0
Q239,R4,qa,L,Lx3/Px2,0
Q24,R0,qa,P,Px5,0
Q24,R1,qa,L,Lx5,0
Q24,R2,qa,L,Lx5,0
Q24,R3,qa,P,Px5,0
Q24,R4,qa,P,Lx2/Px3,0
Q240,R0,qa,P,Px5,0
Q240,R1,qa,L,Lx5,0
Q240,R2,qa,L,Lx4/Px1,0
Q240,R3,qa,P,Px5,0
Q240,R4,qa,P,Lx2/Px3,0
Q241,R0,qa,P,Px5,0
Q241,R1,qa,L,Lx5,0
Q241,R2,qa,L,Lx5,0
Q241,R3,qa,P,Px5,0
Q241,R4,qa,P,Lx2/Px3,0
Q242,R0,qa,P,Px5,0
Q242,R1,qa,L,Lx4/Px1,0
Q242,R2,qa,L,Lx5,0
Q242,R3,qa,P,Px5,0
Q242,R4,qa,P,Lx2/Px3,0
Q243,R0,qa,P,Px5,0
Q243,R1,qa,L,Lx4/Px1,0
Q243,R2,qa,L,Lx5,0
Q243,R3,qa,P,Px5,0
Q243,R4,qa,P,Lx2/Px3,0
Q244,R0,qa,P,Px5,0
Q244,R1,qa,L,Lx5,0
Q244,R2,qa,L,Lx5,0
Q244,R3,qa,P,Px5,0
Q244,R4,qa,P,Lx2/Px3,0
Q245,R0,qa,P,Px5,0
Q245,R1,qa,L,Lx5,0
Q245,R2,qa,L,Lx4/Px1,0
Q245,R3,qa,P,Px5,0
Q245,R4,qa,P,Lx2/Px3,0
Q246,R0,qa,P,Px5,0
Q246,R1,qa,L,Lx5,0
Q246,R2,qa,L,Lx4/Px1,0
Q246,R3,qa,P,Px5,0
Q246,R4,qa,P,Lx2/Px3,0
Q247,R0,qa,P,Px5,0
Q247,R1,qa,L,Lx5,0
Q247,R2,qa,L,Lx4/Px1,0
Q247,R3,qa,P,Px5,0
Q247,R4,qa,P,Lx2/Px3,0
Q248,R0,qa,P,Px5,0
Q248,R1,qa,L,Lx4/Px1,0
Q248,R2,qa,L,Lx5,0
Q248,R3,qa,P,Px5,0
Q248,R4,qa,P,Lx2/Px3,0
Q249,R0,qa,P,Px5,0
Q249,R1,qa,L,Lx5,0
Q249,R2,qa,L,Lx4/Px1,0
Q249,R3,qa,P,Px5,0
Q249,R4,qa,P,Lx2/Px3,0
Q25,R0,qa,P,Px5,0
Q25,R1,qa,L,Lx4/Px1,0
Q25,R2,qa,L,Lx5,0
Q25,R3,qa,P,Px5,0
Q25,R4,qa,P,Lx2/Px3,0
Q250,R0,qa,P,Lx1/Px4,0
Q250,R1,qa,L,Lx4/Px1,0
Q250,R2,qa,L,Lx5,0
Q250,R3,qa,P,Lx1/Px4,0
Q250,R4,qa,L,Lx3/Px2,0
Q251,R0,qa,P,Px5,0
Q251,R1,qa,P,Lx1/Px4,0
Q251,R2,qa,L,Lx3/Px2,0
Q251,R3,qa,P,Px5,0
Q251,R4,qa,P,Px5,0
Q252,R0,qa,P,Px5,0
Q252,R1,qa,P,Lx1/Px4,0
Q252,R2,qa,L,Lx3/Px2,0
Q252,R3,qa,P,Px5,0
Q252,R4,qa,P,Px5,0
Q253,R0,qa,P,Px5,0
Q253,R1,qa,P,Lx1/Px4,0
Q253,R2,qa,L,Lx3/Px2,0
Q253,R3,qa,P,Px5,0
Q253,R4,qa,P,Px5,0
Q254,R0,qa,P,Px5,0
Q254,R1,qa,P,Lx1/Px4,0
Q254,R2,qa,L,Lx3/Px2,0
Q254,R3,qa,P,Px5,0
Q254,R4,qa,P,Px5,0
Q255,R0,qa,P,Px5,0
Q255,R1,qa,P,Lx1/Px4,0
Q255,R2,qa,L,Lx3/Px2,0
Q255,R3,qa,P,Px5,0
Q255,R4,qa,P,Lx1/Px4,0
Q256,R0,qa,P,Px5,0
Q256,R1,qa,P,Lx1/Px4,0
Q256,R2,qa,L,Lx3/Px2,0
Q256,R3,qa,P,Px5,0
Q256,R4,qa,P,Lx2/Px3,0
Q257,R0,qa,P,Px5,0
Q257,R1,qa,P,Lx1/Px4,0
Q257,R2,qa,L,Lx3/Px2,0
Q257,R3,qa,P,Px5,0
Q257,R4,qa,P,Px5,0
Q258,R0,qa,P,Px5,0
Q258,R1,qa,L,Lx3/Px2,0
Q258,R2,qa,L,Lx4/Px1,0
Q258,R3,qa,P,Px5,0
Q258,R4,qa,P,Lx1/Px4,0
Q259,R0,qa,P,Px5,0
Q259,R1,qa,P,Lx2/Px3,0
Q259,R2,qa,L,Lx4/Px1,0
Q259,R3,qa,P,Px5,0
Q259,R4,qa,P,Px5,0
Q26,R0,qa,P,Px5,0
Q26,R1,qa,L,Lx4/Px1,0
Q26,R2,qa,L,Lx5,0
Q26,R3,qa,P,Px5,0
Q26,R4,qa,P,Lx2/Px3,0
Q260,R0,qa,P,Px5,0
Q260,R1,qa,P,Lx1/Px4,0
Q260,R2,qa,L,Lx3/Px2,0
Q260,R3,qa,P,Px5,0
Q260,R4,qa,P,Px5,0
Q261,R0,qa,P,Px5,0
Q261,R1,qa,L,Lx3/Px2,0
Q261,R2,qa,L,Lx4/Px1,0
Q261,R3,qa,P,Px5,0
Q261,R4,qa,P,Px5,0
Q262,R0,qa,P,Px5,0
Q262,R1,qa,P,Lx1/Px4,0
Q262,R2,qa,L,Lx3/Px2,0
Q262,R3,qa,P,Px5,0
Q262,R4,qa,P,Px5,0
Q263,R0,qa,P,Px5,0
Q263,R1,qa,P,Lx1/Px4,0
Q263,R2,qa,L,Lx3/Px2,0
Q263,R3,qa,P,Px5,0
Q263,R4,qa,P,Lx2/Px3,0
Q264,R0,qa,P,Px5,0
Q264,R1,qa,P,Lx1/Px4,0
Q264,R2,qa,L,Lx3/Px2,0
Q264,R3,qa,P,Px5,0
Q264,R4,qa,P,Px5,0
Q265,R0,qa,P,Px5,0
Q265,R1,qa,P,Lx1/Px4,0
Q265,R2,qa,L,Lx3/Px2,0
Q265,R3,qa,P,Px5,0
Q265,R4,qa,P,Px5,0
Q266,R0,qa,P,Px5,0
Q266,R1,qa,P,Px5,0
Q266,R2,qa,P,Px5,0
Q266,R3,qa,P,Lx1/Px4,0
Q266,R4,qa,P,Px5,0
Q267,R0,qa,P,Px5,0
Q267,R1,qa,P,Px5,0
Q267,R2,qa,P,Px5,0
Q267,R3,qa,P,Lx2/Px3,0
Q267,R4,qa,P,Px5,0
Q268,R0,qa,P,Px5,0
Q268,R1,qa,P,Px5,0
Q268,R2,qa,P,Px5,0
Q268,R3,qa,P,Lx1/Px4,0
Q268,R4,qa,P,Px5,0
Q269,R0,qa,P,Px5,0
Q269,R1,qa,P,Px5,0
Q269,R2,qa,P,Px5,0
Q269,R3,qa,P,Lx2/Px3,0
Q269,R4,qa,P,Px5,0
Q27,R0,qa,P,Px5,0
Q27,R1,qa,L,Lx5,0
Q27,R2,qa,L,Lx5,0
Q27,R3,qa,P,Px5,0
Q27,R4,qa,P,Lx2/Px3,0
Q270,R0,qa,P,Px5,0
Q270,R1,qa,P,Px5,0
Q270,R2,qa,P,Px5,0
Q270,R3,qa,P,Lx2/Px3,0
Q270,R4,qa,P,Px5,0
Q271,R0,qa,P,Px5,0
Q271,R1,qa,P,Px5,0
Q271,R2,qa,P,Px5,0
Q271,R3,qa,P,Lx2/Px3,0
Q271,R4,qa,P,Px5,0
Q272,R0,qa,P,Px5,0
Q272,R1,qa,P,Px5,0
Q272,R2,qa,P,Px5,0
Q272,R3,qa,P,Lx2/Px3,0
Q272,R4,qa,P,Px5,0
Q273,R0,qa,P,Px5,0
Q273,R1,qa,P,Px5,0
Q273,R2,qa,P,Px5,0
Q273,R3,qa,P,Lx2/Px3,0
Q273,R4,qa,P,Px5,0
Q274,R0,qa,P,Px5,0
Q274,R1,qa,P,Px5,0
Q274,R2,qa,P,Lx1/Px4,0
Q274,R3,qa,P,Lx1/Px4,0
Q274,R4,qa,P,Px5,0
Q275,R0,qa,P,Px5,0
Q275,R1,qa,P,Px5,0
Q275,R2,qa,P,Px5,0
Q275,R3,qa,P,Lx1/Px4,0
Q275,R4,qa,P,Px5,0
Q276,R0,qa,P,Px5,0
Q276,R1,qa,P,Px5,0
Q276,R2,qa,P,Lx1/Px4,0
Q276,R3,qa,P,Lx1/Px4,0
Q276,R4,qa,P,Px5,0
Q277,R0,qa,P,Px5,0
Q277,R1,qa,P,Px5,0
Q277,R2,qa,P,Px5,0
Q277,R3,qa,P,Lx2/Px3,0
Q277,R4,qa,P,Px5,0
Q278,R0,qa,P,Px5,0
Q278,R1,qa,P,Px5,0
Q278,R2,qa,P,Px5,0
Q278,R3,qa,P,Lx2/Px3,0
Q278,R4,qa,P,Px5,0
Q279,R0,qa,P,Px5,0
Q279,R1,qa,P,Px5,0
Q279,R2,qa,P,Px5,0
Q279,R3,qa,P,Lx2/Px3,0
Q279,R4,qa,P,Px5,0
Q28,R0,qa,P,Lx1/Px4,0
Q28,R1,qa,L,Lx4/Px1,0
Q28,R2,qa,L,Lx5,0
Q28,R3,qa,P,Lx2/Px3,0
Q28,R4,qa,L,Lx3/Px2,0
Q280,R0,qa,P,Px5,0
Q280,R1,qa,P,Px5,0
Q280,R2,qa,P,Px5,0
Q280,R3,qa,L,Lx3/Px2,0
Q280,R4,qa,P,Px5,0
Q281,R0,qa,P,Px5,0
Q281,R1,qa,P,Px5,0
Q281,R2,qa,P,Px5,0
Q281,R3,qa,P,Lx2/Px3,0
Q281,R4,qa,P,Px5,0
Q282,R0,qa,P,Px5,0
Q282,R1,qa,P,Px5,0
Q282,R2,qa,P,Px5,0
Q282,R3,qa,P,Lx2/Px3,0
Q282,R4,qa,P,Px5,0
Q283,R0,qa,P,Px5,0
Q283,R1,qa,P,Px5,0
Q283,R2,qa,P,Px5,0
Q283,R3,qa,L,Lx4/Px1,0
Q283,R4,qa,P,Px5,0
Q284,R0,qa,P,Px5,0
Q284,R1,qa,P,Px5,0
Q284,R2,qa,P,Px5,0
Q284,R3,qa,L,Lx3/Px2,0
Q284,R4,qa,P,Px5,0
Q285,R0,qa,P,Lx1/Px4,0
Q285,R1,qa,P,Lx1/Px4,0
Q285,R2,qa,P,Lx1/Px4,0
Q285,R3,qa,L,Lx4/Px1,0
Q285,R4,qa,P,Lx1/Px4,0
Q286,R0,qa,P,Px5,0
Q286,R1,qa,P,Px5,0
Q286,R2,qa,P,Px5,0
Q286,R3,qa,P,Lx2/Px3,0
Q286,R4,qa,P,Px5,0
Q287,R0,qa,P,Px5,0
Q287,R1,qa,P,Px5,0
Q287,R2,qa,P,Px5,0
Q287,R3,qa,L,Lx3/Px2,0
Q287,R4,qa,P,Px5,0
Q288,R0,qa,P,Px5,0
Q288,R1,qa,P,Px5,0
Q288,R2,qa,P,Px5,0
Q288,R3,qa,L,Lx4/Px1,0
Q288,R4,qa,P,Px5,0
Q289,R0,qa,P,Px5,0
Q289,R1,qa,P,Px5,0
Q289,R2,qa,P,Px5,0
Q289,R3,qa,L,Lx3/Px2,0
Q289,R4,qa,P,Px5,0
Q29,R0,qa,P,Lx1/Px4,0
Q29,R1,qa,L,Lx4/Px1,0
Q29,R2,qa,L,Lx5,0
Q29,R3,qa,P,Lx2/Px3,0
Q29,R4,qa,L,Lx3/Px2,0
Q290,R0,qa,P,Px5,0
Q290,R1,qa,P,Px5,0
Q290,R2,qa,P,Px5,0
Q290,R3,qa,L,Lx4/Px1,0
Q290,R4,qa,P,Px5,0
Q291,R0,qa,P,Px5,0
Q291,R1,qa,P,Px5,0
Q291,R2,qa,P,Px5,0
Q291,R3,qa,L,Lx4/Px1,0
Q291,R4,qa,P,Px5,0
Q292,R0,qa,P,Px5,0
Q292,R1,qa,P,Px5,0
Q292,R2,qa,P,Px5,0
Q292,R3,qa,L,Lx4/Px1,0
Q292,R4,qa,P,Px5,0
Q293,R0,qa,P,Px5,0
Q293,R1,qa,P,Px5,0
Q293,R2,qa,P,Px5,0
Q293,R3,qa,L,Lx4/Px1,0
Q293,R4,qa,P,Px5,0
Q294,R0,qa,P,Px5,0
Q294,R1,qa,P,Px5,0
Q294,R2,qa,P,Px5,0
Q294,R3,qa,P,Lx2/Px3,0
Q294,R4,qa,P,Px5,0
Q295,R0,qa,P,Px5,0
Q295,R1,qa,P,Px5,0
Q295,R2,qa,P,Px5,0
Q295,R3,qa,L,Lx3/Px2,0
Q295,R4,qa,P,Px5,0
Q296,R0,qa,P,Px5,0
Q296,R1,qa,P,Px5,0
Q296,R2,qa,P,Px5,0
Q296,R3,qa,L,Lx4/Px1,0
Q296,R4,qa,P,Px5,0
Q297,R0,qa,P,Px5,0
Q297,R1,qa,P,Px5,0
Q297,R2,qa,P,Px5,0
Q297,R3,qa,L,Lx4/Px1,0
Q297,R4,qa,P,Px5,0
Q298,R0,qa,P,Px5,0
Q298,R1,qa,P,Px5,0
Q298,R2,qa,P,Px5,0
Q298,R3,qa,L,Lx3/Px2,0
Q298,R4,qa,P,Px5,0
Q299,R0,qa,P,Px5,0
Q299,R1,qa,P,Px5,0
Q299,R2,qa,P,Px5,0
Q299,R3,qa,L,Lx4/Px1,0
Q299,R4,qa,P,Px5,0
Q3,R0,qa,P,Px5,0
Q3,R1,qa,L,Lx4/Px1,0
Q3,R2,qa,L,Lx5,0
Q3,R3,qa,P,Px5,0
Q3,R4,qa,P,Lx2/Px3,0
Q30,R0,qa,P,Lx1/Px4,0
Q30,R1,qa,L,Lx5,0
Q30,R2,qa,L,Lx5,0
Q30,R3,qa,P,Lx2/Px3,0
Q30,R4,qa,L,Lx4/Px1,0
Q300,R0,qa,P,Px5,0
Q300,R1,qa,P,Px5,0
Q300,R2,qa,P,Px5,0
Q300,R3,qa,L,Lx3/Px2,0
Q300,R4,qa,P,Px5,0
Q301,R0,qa,P,Px5,0
Q301,R1,qa,L,Lx4/Px1,0
Q301,R2,qa,L,Lx5,0
Q301,R3,qa,P,Px5,0
Q301,R4,qa,P,Lx2/Px3,0
Q302,R0,qa,P,Px5,0
Q302,R1,qa,L,Lx5,0
Q302,R2,qa,L,Lx4/Px1,0
Q302,R3,qa,P,Px5,0
Q302,R4,qa,P,Lx2/Px3,0
Q303,R0,qa,P,Px5,0
Q303,R1,qa,L,Lx4/Px1,0
Q303,R2,qa,L,Lx5,0
Q303,R3,qa,P,Px5,0
Q303,R4,qa,P,Lx2/Px3,0
Q304,R0,qa,P,Px5,0
Q304,R1,qa,L,Lx5,0
Q304,R2,qa,L,Lx4/Px1,0
Q304,R3,qa,P,Px5,0
Q304,R4,qa,P,Lx2/Px3,0
Q305,R0,qa,P,Px5,0
Q305,R1,qa,L,Lx5,0
Q305,R2,qa,L,Lx4/Px1,0
Q305,R3,qa,P,Px5,0
Q305,R4,qa,P,Lx2/Px3,0
Q306,R0,qa,P,Px5,0
Q306,R1,qa,L,Lx5,0
Q306,R2,qa,L,Lx5,0
Q306,R3,qa,P,Px5,0
Q306,R4,qa,P,Lx2/Px3,0
Q307,R0,qa,P,Px5,0
Q307,R1,qa,L,Lx5,0
Q307,R2,qa,L,Lx5,0
Q307,R3,qa,P,Px5,0
Q307,R4,qa,P,Lx2/Px3,0
Q308,R0,qa,P,Px5,0
Q308,R1,qa,L,Lx5,0
Q308,R2,qa,L,Lx5,0
Q308,R3,qa,P,Px5,0
Q308,R4,qa,P,Lx2/Px3,0
Q309,R0,qa,P,Px5,0
Q309,R1,qa,L,Lx5,0
Q309,R2,qa,L,Lx4/Px1,0
Q309,R3,qa,P,Px5,0
Q309,R4,qa,P,Lx2/Px3,0
Q31,R0,qa,P,Lx2/Px3,0
Q31,R1,qa,L,Lx4/Px1,0
Q31,R2,qa,L,Lx4/Px1,0
Q31,R3,qa,L,Lx3/Px2,0
Q31,R4,qa,L,Lx3/Px2,0
Q310,R0,qa,P,Px5,0
Q310,R1,qa,L,Lx5,0
Q310,R2,qa,L,Lx5,0
Q310,R3,qa,P,Px5,0
Q310,R4,qa,P,Lx2/Px3,0
Q311,R0,qa,P,Px5,0
Q311,R1,qa,L,Lx4/Px1,0
Q311,R2,qa,L,Lx5,0
Q311,R3,qa,P,Px5,0
Q311,R4,qa,P,Lx2/Px3,0
Q312,R0,qa,P,Px5,0
Q312,R1,qa,L,Lx5,0
Q312,R2,qa,L,Lx4/Px1,0
Q312,R3,qa,P,Px5,0
Q312,R4,qa,P,Lx2/Px3,0
Q313,R0,qa,P,Px5,0
Q313,R1,qa,L,Lx5,0
Q313,R2,qa,L,Lx4/Px1,0
Q313,R3,qa,P,Px5,0
Q313,R4,qa,P,Lx2/Px3,0
Q314,R0,qa,P,Px5,0
Q314,R1,qa,L,Lx5,0
Q314,R2,qa,L,Lx4/Px1,0
Q314,R3,qa,P,Px5,0
Q314,R4,qa,P,Lx2/Px3,0
Q315,R0,qa,P,Px5,0
Q315,R1,qa,L,Lx5,0
Q315,R2,qa,L,Lx4/Px1,0
Q315,R3,qa,P,Px5,0
Q315,R4,qa,P,Lx2/Px3,0
Q316,R0,qa,P,Px5,0
Q316,R1,qa,L,Lx5,0
Q316,R2,qa,L,Lx5,0
Q316,R3,qa,P,Px5,0
Q316,R4,qa,P,Lx2/Px3,0
Q317,R0,qa,P,Px5,0
Q317,R1,qa,L,Lx3/Px2,0
Q317,R2,qa,L,Lx5,0
Q317,R3,qa,P,Px5,0
Q317,R4,qa,L,Lx3/Px2,0
Q318,R0,qa,P,Px5,0
Q318,R1,qa,L,Lx4/Px1,0
Q318,R2,qa,L,Lx5,0
Q318,R3,qa,P,Px5,0
Q318,R4,qa,P,Lx2/Px3,0
Q319,R0,qa,P,Px5,0
Q319,R1,qa,L,Lx4/Px1,0
Q319,R2,qa,L,Lx5,0
Q319,R3,qa,P,Px5,0
Q319,R4,qa,P,Lx2/Px3,0
Q32,R0,qa,P,Lx2/Px3,0
